Unnamed: 0,username,text,created_at,sumber,sentiment,month,label_code,text_stopwords
4637,@irshidqiy,kelas king lanjutkan king btw statemen soal gym kamu benar abang saya setuju debatable memang ini epic sih,,Youtube,positive,,1,kelas king lanjutkan king btw statemen soal gym benar abang setuju debatable memang epic
4638,@Ashborn-g3x,kamu capek ya kerja fungsi nya istirahat apa,,Youtube,netral,,0,capek kerja fungsi nya istirahat
4639,@AdilAdha-k4x,koh kamu pas kecil kenapa dapat punya pemikiran yang hebat koh,,Youtube,positive,,1,koh pas kecil dapat punya pemikiran hebat koh
4641,@denidirgantarastudios,abang saya baru instal aplikasinya setelah daftar minta nomor referal id itu saya belom punya bagaimana cara dapatkannya abang,,Youtube,netral,,0,abang baru instal aplikasinya setelah daftar minta nomor referal id belom punya cara dapatkannya abang
4643,@arlo.thevoidx,saudara tim telah mengubah pemikiran saya masalah masalah yang ada di luar tidak merubah apa pun tentang saudara tim,,Youtube,netral,,0,saudara tim mengubah pemikiran masalah masalah luar merubah pun tentang saudara tim
4644,@LaluJaka-j3h,koh bikin video cara networking lagi dong cara negosiasi dalam bisnis yang lebih detail dari pengalaman nya kokoh sendiri and congrats buat attention game nya banget ini koh pecah banget wkwkwkwk,,Youtube,positive,,1,koh bikin video cara networking lagi cara negosiasi bisnis lebih detail pengalaman nya kokoh sendiri and congrats buat attention game nya banget koh pecah banget wkwkwkwk
4645,@AkmalBindelpin-l9k,abang kalau di flog ada jual aset kaspa tidak,,Youtube,netral,,0,abang flog jual aset kaspa
4646,@SealLite-m9b,hati hati mas ada yang mencoba menjatuhkan semoga sehat selalu,,Youtube,negative,,2,hati hati mas mencoba menjatuhkan semoga sehat selalu
4647,@OmanSeaman,aplikasi yang aman untuk investasi apa kenapa,,Youtube,netral,,0,aplikasi aman investasi
4649,@faqihardiansyah309,bismillah abang tim saran undang ustadz kholid bahas terkait bitcoin walaupun kemarin sudah bersama ustadz agus emit terimakasih abang,,Youtube,netral,,0,bismillah abang tim saran undang ustadz kholid bahas terkait bitcoin walaupun kemarin bersama ustadz agus emit terimakasih abang
4650,@ninamaulani9731,mohon baca timothy saya seorang leader di sebuah perusahaan teknical membrane saya ingin bekerja denganmu terserah di plot di mana pun dan gaji saya terserah kamu saya umur th folded hands folded hands folded hands,,Youtube,netral,,0,mohon baca timothy seorang leader sebuah perusahaan teknical membrane ingin bekerja denganmu terserah plot mana pun gaji terserah umur th
4652,@RiandiPratama-rm8hn,gabung d kripto caranya bagaimana koh,,Youtube,netral,,0,gabung d kripto caranya koh
4653,@fandiakbar_2626,bocah sotoy mulai lagi bahas masa depan dunia face with tears of joy,,Youtube,negative,,2,bocah sotoy mulai lagi bahas masa depan dunia of
4654,@Jack0-j7w,buka usaha bagi pemula di tahun rungkat face with tears of joy buktikan kalau tidak percaya,,Youtube,negative,,2,buka usaha bagi pemula tahun rungkat of buktikan percaya
4656,@AgusHendriawan-e5c,sebenarnya jngn ngikut ngikut orang buat beli suatu instrument investasi tolong riset sendiri dan asah terus kemampuan teknikal sama fundamental menurut saya pribadi bitcoin dan semua jenis investasi skrg dalam kondisi over value,,Youtube,negative,,2,sebenarnya jngn ngikut ngikut orang buat beli suatu instrument investasi tolong riset sendiri asah terus kemampuan teknikal sama fundamental menurut pribadi bitcoin semua jenis investasi skrg kondisi over value
4657,@SidahMur-g3z,saudara bagaimana tanggapannya tentang rekening nganggur dan e dompet digital nganggur yang bakal di blokir,,Youtube,netral,,0,saudara tanggapannya tentang rekening nganggur e dompet digital nganggur bakal blokir
4659,@AnVit5967,kakak seberapa aman apk flog,,Youtube,netral,,0,kakak seberapa aman apk flog
4660,@MukbangFoods-h7i,setiap manusia ada plus minus saya apresiasi ncek timo soal edukasi tapi untuk urusan yang negatif saya cukup tahu saja tidak ingin tahu lebih,,Youtube,netral,,0,setiap manusia plus minus apresiasi ncek timo soal edukasi urusan negatif cukup tahu ingin tahu lebih
4661,@yoruxd5286,itu biaya nya brp pak,,Youtube,netral,,0,biaya nya brp pak
4662,@rafimaulana5081,attention nya udah dapat tinggal nunggu switch ombak saja semangat terus abang fire,,Youtube,positive,,1,attention nya udah dapat tinggal nunggu switch ombak semangat terus abang
4663,@ainur_rotib12,saran pokok e terus bahas yang dibidang kamu saja broo jgn kyk kemaren blunder thumbs up,,Youtube,negative,,2,saran pokok e terus bahas dibidang broo jgn kyk kemaren blunder
4664,@bayupamungkas8057,tetap ikut koh timoty nyicil buat s dan bahagian ortu,,Youtube,positive,,1,tetap ikut koh timoty nyicil buat s bahagian ortu
4665,@arliusmanharefa836,saya terinspirasi dengan pernyataan tr bagaimana caranya agar saya dapat jadi belajar ttg bitcoin tr,,Youtube,positive,,1,terinspirasi pernyataan tr caranya agar dapat jadi belajar ttg bitcoin tr
4667,@9haditiaakmaluddin158,tim kapan tampar tamparin saya lagi,,Youtube,negative,,2,tim kapan tampar tamparin lagi
4668,@vandjen,the wolf of wall street,,Youtube,netral,,0,the wolf of wall street
4669,@athayamunandar,katanya youtube nya di banned,,Youtube,netral,,0,katanya youtube nya banned
4670,@yunussaputrachanel590,tempat investasi yang bagus dan terpercaya di mana abang tymoty,,Youtube,positive,,1,tempat investasi bagus terpercaya mana abang tymoty
4674,@asenggan6550,gara gara ppatk takut bank run tabungan pindah ke bitcoin worth it tidak ya tired face,,Youtube,negative,,2,gara gara ppatk takut bank run tabungan pindah bitcoin worth it tired
4675,@RizkyRizky-d3e9s,akademi kripto summit party popper party popper party popper,,Youtube,netral,,0,akademi kripto summit
4676,@Dimmas-m9y,kapan bahas yang goblok lagi abang,,Youtube,negative,,2,kapan bahas goblok lagi abang
4678,@AlvensHutagaol,nunggu bitcoin koreksi tajam kita masuk lagi juta smiling face with smiling eyes,,Youtube,positive,,1,nunggu bitcoin koreksi tajam masuk lagi juta
4679,@yuhuhuu-f6z,ketika kripto bitcoin bi beranggapan merusak mata uang indonesia tapi skrng di pajakin face with tears of joy,,Youtube,netral,,0,ketika kripto bitcoin bi beranggapan merusak mata uang indonesia skrng pajakin of
4680,@muhpanggungfauzi5845,bursa itu penyebab ekonomi dunia rusak harus di ganti yang baru,,Youtube,negative,,2,bursa penyebab ekonomi dunia rusak harus ganti baru
4681,@firohxrofan,kapan kaspa rilis di floqq broo,,Youtube,netral,,0,kapan kaspa rilis floqq broo
4682,@FaizFaiz-ox6iw,cara beli bitcoin bagaimana om,,Youtube,netral,,0,cara beli bitcoin om
4684,@Dunia_Nafisha,belum ada update terbaru boss tymo,,Youtube,netral,,0,belum update terbaru boss tymo
4685,@Exgaming2sss,btw tidak nanggepin podcast nya deddy nih abang,,Youtube,netral,,0,btw nanggepin podcast nya deddy nih abang
4686,@YogaYoga-fz9ew,kamu main kripto kamu gob,,Youtube,negative,,2,main kripto gob
4687,@ryrienviani4233,woiy yang pada rugi gimn member kamu,,Youtube,negative,,2,woiy rugi gimn member
4688,@dont_fret12,sangat membantu saya langsung kayaa wahh recomended banget kelasnya,,Youtube,positive,,1,sangat membantu langsung kayaa wahh recomended banget kelasnya
4690,@soloplayer4635,appk nya apa nama crying face,,Youtube,netral,,0,appk nya nama
4691,@CleanupSaveocean,abang edukasinya abang buat materi belajar folded hands folded hands folded hands,,Youtube,netral,,0,abang edukasinya abang buat materi belajar
4692,@HengkyOke-d6k,bos tolong riview coin b soal ini coin baru bitcoin yang menawarkan kerjasama dappk dan ai bagaimana prediksi di kemudian hari apakah ikut induknya juga mohon riview b bos,,Youtube,netral,,0,bos tolong riview coin b soal coin baru bitcoin menawarkan kerjasama dappk ai prediksi kemudian hari apakah ikut induknya mohon riview b bos
4694,@TitismEGANDARU-j3n,apapun statement kamu saya akan trs support kamu smoe kapanpun misi kita sama dendam dengan kemiskinan sistem perbudakan,,Youtube,positive,,1,apapun statement trs support smoe kapanpun misi sama dendam kemiskinan sistem perbudakan
4696,@alghee1,saya pemula masih banyak kekurangan,,Youtube,netral,,0,pemula masih banyak kekurangan
4697,@rinaldybs,tidak gym kah hari ini,,Youtube,netral,,0,gym kah hari
4699,@wahyuwahyu7671,saya tidak pernah ketemu dan tidak kenal kamu berdua tapi kangen banget lihat kamu berdua live upside down face,,Youtube,positive,,1,pernah ketemu kenal berdua kangen banget lihat berdua live upside
4700,@lextheconqueror999,bersyukur banget bukan member only terima kasih banyak saudara timothy dan prof kalimasada atas ilmunya yang gratis dan bermanfaat god bless kamu all guys,,Youtube,positive,,1,bersyukur banget bukan member only terima kasih banyak saudara timothy prof kalimasada atas ilmunya gratis bermanfaat god bless all guys
4701,@wilrdan,terima kasih timothy ronald sama kalimasada sudah memberi materi yang bermanfaat red heart,,Youtube,positive,,1,terima kasih timothy ronald sama kalimasada memberi materi bermanfaat
4702,@khairulazmi2378,mulai red heart red heart red heart,,Youtube,negative,,2,mulai
4703,@nurcholismajid4993,asli outlook kayak begini yang dikangenin dari modal habis terima kasih saudara tim dan kalimasada sehat selalu,,Youtube,positive,,1,asli outlook kayak begini dikangenin modal habis terima kasih saudara tim kalimasada sehat selalu
4705,@KULIGAMING,trading guide investing mastering all coin smart money psikologi,,Youtube,netral,,0,trading guide investing mastering all coin smart psikologi
4706,@SmartBener,terima kasih atas pengetahunnya benar menjadi motivasi dalam mengatur uang,,Youtube,positive,,1,terima kasih atas pengetahunnya benar menjadi motivasi mengatur uang
4707,@PelengkapOtomotif,selalu mengikuti timothy ronald red heart,,Youtube,netral,,0,selalu mengikuti timothy ronald
4708,@Liham-x6q,rezeki tidak selalu berbentuk uang margin call kembali lagi juga rejeki,,Youtube,netral,,0,rezeki selalu berbentuk uang margin call kembali lagi rejeki
4709,@MyGarp,kangen banget saama percakapan mereka lucu iya ilmu iya informasi iya love lah,,Youtube,positive,,1,kangen banget saama percakapan lucu iya ilmu iya informasi iya love lah
4710,@rafifnaufalsyahril,terimakasih prof dan ncek sudah menyempatkan waktunyaa memberikan materi dan informasii,,Youtube,positive,,1,terimakasih prof ncek menyempatkan waktunyaa memberikan materi informasii
4711,@senjaseptiadi1531,terima kasih pemikiran yang selama ini ada di pemikiranku sudah terbahas buat menghadapi orang orang skeptis,,Youtube,positive,,1,terima kasih pemikiran selama pemikiranku terbahas buat menghadapi orang orang skeptis
4712,@AkhmadToriq-y8p,bismillah sehat dan sukses selalu buat semuanya amin,,Youtube,positive,,1,bismillah sehat sukses selalu buat semuanya amin
4714,@moulidi968,edukasi tangga ternak uang lagi kenapa lama sudah menanti episode terbaru nya party popper,,Youtube,negative,,2,edukasi tangga ternak uang lagi lama menanti episode terbaru nya
4715,@PaujiRijal,terimakasih sudah berbagi ilmu dan informasi bermanfaat folded hands folded hands folded hands,,Youtube,positive,,1,terimakasih berbagi ilmu informasi bermanfaat
4716,@muhammadaliakbarrahmatulla2825,sehat sehat kenapa tim saudara kaka blue heart terima kasih banyak edukasi yang luar biasa blue heart,,Youtube,positive,,1,sehat sehat tim saudara kaka blue terima kasih banyak edukasi luar biasa blue
4717,@mrh2207,bagus balik lg ke margin call thankyou edukasinya saudara tim saudara kaka,,Youtube,positive,,1,bagus balik lg margin call thankyou edukasinya saudara tim saudara kaka
4718,@fhuchan,terimkasi atas materinya semoga ada part selanjutnya lagi seperti dulu yang di tunggu tiap bulan atau minggu,,Youtube,positive,,1,terimkasi atas materinya semoga part selanjutnya lagi seperti dulu tunggu tiap bulan minggu
4719,@MyGarp,red heart red heart red heart,,Youtube,positive,,1,
4720,@jovianosbert7585,terima kasih ncek udah balikin lagi margin call,,Youtube,positive,,1,terima kasih ncek udah balikin lagi margin call
4721,@ArmFaiz-v1v,terimakasih untuk diskon bukunya saudara tim dan saudara kaka,,Youtube,positive,,1,terimakasih diskon bukunya saudara tim saudara kaka
4722,@RAMZZ_DONGHUA,akhirnya modal habis lagi crying face crying face,,Youtube,negative,,2,akhirnya modal habis lagi
4723,@FajarHidayat-s4b,sukses terus buat akademi kripto red heart,,Youtube,positive,,1,sukses terus buat akademi kripto
4724,@RogiFadilah,tadi nemu mirorr ac di tiktok pas komen langsung di blok dari live face with tears of joy,,Youtube,negative,,2,tadi nemu mirorr ac tiktok pas komen langsung blok live of
4725,@orenoboku1009,ketika sudah berabad kini baru muncul lagi grinning face with sweat,,Youtube,netral,,0,ketika berabad kini baru muncul lagi grinning sweat
4727,@muhammadswandy5435,masih belum invest di kripto tapi tetap nonton live nya saudara tim dn saudara kaka absen sini,,Youtube,netral,,0,masih belum invest kripto tetap nonton live nya saudara tim dn saudara kaka absen sini
4728,@RafiDamara-h2g,terima kasih banyak saudara tim udah nga member only makasihh ilmu nya folded hands,,Youtube,positive,,1,terima kasih banyak saudara tim udah nga member only makasihh ilmu nya
4729,@putra32-Nt,akhirnya red heart red heart,,Youtube,positive,,1,akhirnya
4730,@bangraid,live show kyk begini yang saya pingin lihat lagi,,Youtube,positive,,1,live show kyk begini pingin lihat lagi
4732,@Sarjana_Kehidupan,kangen ku dengan ncek timothy dan prof kaka udah terbayarkan suka banget lihat muka mentor tercinta ini edukasi dan marah face with tears of joy red heart,,Youtube,positive,,1,kangen ku ncek timothy prof kaka udah terbayarkan suka banget lihat muka mentor tercinta edukasi marah of
4734,@RizkyRizky-d3e9s,akademi kripto summit party popper party popper party popper party popper party popper,,Youtube,netral,,0,akademi kripto summit
4735,@putusumantra8692,kenapa timoty req video untuk bahas cara hitung nilai intrinsik harga wajar sebuah saham menggunakan metode yang kenapa timoty gunakan secara detail dengan simple mudah dipahami folded hands folded hands folded hands,,Youtube,netral,,0,timoty req video bahas cara hitung nilai intrinsik harga wajar sebuah saham menggunakan metode timoty gunakan secara detail simple mudah dipahami
4736,@muhammadarfin1031,ya ampun lama amat nunggu video inj muncul lagi face with tears of joy,,Youtube,negative,,2,ampun lama amat nunggu video inj muncul lagi of
4737,@Muhammadshofwan_or2,mulai folded hands raising hands,,Youtube,netral,,0,mulai raising
4738,@rickymuhammadsoleh5129,terimakasih ncek ngadain margin call lagi,,Youtube,positive,,1,terimakasih ncek ngadain margin call lagi
4739,@AlgaraGaara,thanks timothy kalimasada untuk ilmu sama materinya sehat selalu jangan berhenti buat edukasi,,Youtube,positive,,1,thanks timothy kalimasada ilmu sama materinya sehat selalu jangan berhenti buat edukasi
4740,@jamjamFAHMI,udah nunggu nunggu saudara alhamdulillah ada live lagi semoga tambah pengetahuan buat saya saudara,,Youtube,positive,,1,udah nunggu nunggu saudara alhamdulillah live lagi semoga tambah pengetahuan buat saudara
4741,@dwipratam05,terima kasih ilmunya saudara tim saudara kaka fire,,Youtube,positive,,1,terima kasih ilmunya saudara tim saudara kaka
4742,@seputar_edukasi-yt,terimakasih timothy kalimasada atas ilmu nya fire fire,,Youtube,positive,,1,terimakasih timothy kalimasada atas ilmu nya
4743,@RobbySlowboy,alhamdulillah mode lama margin call comeback,,Youtube,positive,,1,alhamdulillah mode lama margin call comeback
4744,@RatihMassal,terima kasih waktunya dan ilmunya saudara tim dan saudara kaka tidak pernah bosen lihat kalian red heart,,Youtube,positive,,1,terima kasih waktunya ilmunya saudara tim saudara kaka pernah bosen lihat kalian
4745,@muhlisalam5730,semoga sehat selalu saudara tim prof,,Youtube,positive,,1,semoga sehat selalu saudara tim prof
