,username,text,created_at,sumber
3675,@ropiliajaya2147,saya jadi kuli bangunan di bali udah mulai nyicil bitcoin dari bulan lalu walaupun sering di tertawain sama temen kerja tapi saya yakin suatu saat nanti saya akan berhasil di dunia kripto,2025-05-07T11:46:06Z,Youtube
3680,@imyourgusta,baru habis nonton semua ep borong bitcoin dan baru juga nabung bitcoin and see you again di tahun depan,2025-06-12T15:25:36Z,Youtube
3681,@Woostrongmanx,apa yang harus saya lakuin saudara umur saya masih tahun sedangkan,2025-05-02T09:45:21Z,Youtube
3682,@louisaoulivia3521,kalau saya beli sekarang udah telat tidak ya,2025-05-02T09:43:16Z,Youtube
3683,@MamiSasa-s6b,saya sudah tahu bitcoin tapi tidak maksimal berhenti lama dg aset seadanya ketemu saudara timo jadi semangat lagi,2025-05-21T06:37:57Z,Youtube
3684,@hermanherman8083,keadilan yang akan menjadi watchdog value ke semua orang ke semua tempat tanpa halangan bitcoin,2025-05-03T02:29:15Z,Youtube
3685,@evinurwanti7918,selalu panas telinga dan sesak di dada karena selalu mikirin bagaimana ingin mulai sedikit seneng karena sudah mulai walau grinning face with smiling eyes,2025-05-05T13:31:38Z,Youtube
3688,@muhammdzaini4346,thank ncekk semenjak saya nonton kamu borong bitcoin dari episode saya konsisten tiap bulan borong bitcoint,2025-06-13T01:19:12Z,Youtube
3689,@dwijoko293,walaupun udah umur tahun yuk sudah semangat nabung bitcoin semoga umur tahun dapat punya rumah dan mobil impian,2025-05-03T06:16:07Z,Youtube
3690,@cringeringer,aakwowkwowow anying sumpah bukan satir lagi yang dia ucapin tapi nyindir plek ketiplek ngais ngais sampah di saham wkwowkwow,2025-05-25T05:04:40Z,Youtube
3691,@ILO3223,beli ketika murah jual ketika mahal gampang tapi susah grinning face with sweat,2025-05-13T09:08:12Z,Youtube
3692,@nandamarsanda7550,thank you timothy berkat ikutin cicil bitcoin ini walau tidak dari series pertama uang saya udah bertambah walau telat setidaknya saya tidak ketinggalan smiling face with halo fire,2025-05-03T00:57:31Z,Youtube
3693,@gazilarahman6293,bismillah mulai floq rilis saya bakal nabung buat bit coin buat emas,2025-05-04T13:06:15Z,Youtube
3696,@NOSTALGIATOTRAVEL,usia saya tahun bentar lagi saya sudah punya saham di tokocrypto ayah saya risikonya rendah tapi saya sempat mengalami kegagalan dan akhirnya saya bangkit lagi,2025-05-10T08:15:24Z,Youtube
3697,@karyaseniinesialomb4127,masalah nya uang kita pas an saudara ingin investasi tapi uang sedikit,2025-05-26T09:12:49Z,Youtube
3699,@DoniRahmadana,saya heran sama orang yang banyak tanya intinya begini kamu kerja kumpulin duit penuhin kebutuhan keluarga kamu duit bekunya kamu beliin bitcoin jangan treding kalau ilmu kamu cetek,2025-05-14T15:23:26Z,Youtube
3700,@hasanabeta0397,belum telat saya udah umur th tetep nabung di bitcoin tancap terusssssss,2025-05-05T04:51:40Z,Youtube
3701,@bangdenz95,mulai hari ini saya akan invest rb perminggu hehehehe doa in ya kawan,2025-05-18T10:27:01Z,Youtube
3702,@emilferdian597,terima kasih ilmunya kakak folded hands folded hands folded hands folded hands,2025-05-14T08:58:16Z,Youtube
3703,@skaterking5349,hebat kamu saudara uang fiat itu uang kertas tanpa backing emas the ped cetak terus tanpa sadar,2025-05-02T14:07:26Z,Youtube
3704,@kenzie88store88,saya yang ikutin kamu dari eps wlo tidak smpe ratusan juga cuma jtn tapi punya tabngan ngalahin deposto saya awokawokkk best father bitcoin indo kamu,2025-05-10T16:40:54Z,Youtube
3706,@dasen_star,saya udah ikut dari episod awal dengan nominal yang sama serakng udah bangun rumah,2025-05-02T14:19:53Z,Youtube
3707,@hanyaorangbiasa6543,masa depan satu satoshi akan lebih mahal,2025-05-12T01:29:06Z,Youtube
3709,@ferdynr2193,bayangin saya tahu bitcoin dari tahun dari udah belajar kripto masuk marketny di april,2025-05-05T12:10:37Z,Youtube
3710,@IkromIkromSitanggang-s1j,saya cicil bitcoin secara halvingnya setiap bulan kadang rutin kadang double kalau ingin cicil bitcoin itu buat target nya dan harus ber mindset,2025-05-15T02:36:55Z,Youtube
3712,@Susiati-qw8ql,berkat bitkon kewarasan orang orang terbuka thumbs up,2025-05-26T04:06:03Z,Youtube
3713,@JamalanTtiuadima,wah mulai soft nih gaya bicaranya enak banget kayak orang benar wkwkkwk,2025-05-09T09:13:05Z,Youtube
3714,@thejestergaming11,thankyou abang saya ngikutin borong btcmu sekarang bitcoin ke k untung buruk rocket fire fire,2025-05-09T02:55:11Z,Youtube
3715,@JonatanNeonbasu,om bahas dong dampak perang tarif dan sejarah di mulai nya perang tarif terus bahas apa dampak nya pliss kalau om baca ini saya bakalan salto face with open mouth,2025-05-05T11:02:45Z,Youtube
3716,@MaidiMaidi-g2g,bagus market nya awal nya mensanjung produk org lain naikan emosi penonton dan finish nya perkenalkan produk sendiri face with tears of joy,2025-05-18T06:53:44Z,Youtube
3717,@ardiansah0196,tapi real si saya percyaa bitcoin dari kemarin karena saya masih pelajar dan akhirnya ditahun ini sudah waktunya dapat terjun dengan data saya sendiri,2025-05-04T04:30:18Z,Youtube
3718,@Riyan-x6d,asli ny abang timoty mengajak masyarakat biar pada kaya tapi sebagian belum percaya,2025-05-10T14:19:58Z,Youtube
3719,@suparmanbisnis8811,tidak dapat ber word word luar biasa amazing bingit yang disampaikan daging semuanya,2025-05-12T13:05:32Z,Youtube
3720,@AkbarNamen,dari dulu udah percaya sama abang timothy tapi bagaimana saya saja masih smp masih susah ngatur waktu crying face,2025-05-26T08:49:22Z,Youtube
3721,@brohsr.review,hidup saya skrang gamau ribet saudara timoty bicara ya saya ikutin,2025-05-09T00:32:21Z,Youtube
3722,@ovichandra2526,kerennn can t hardly wait next video chris,2025-05-03T16:25:01Z,Youtube
3723,@hiburan_ai7,timothy jaman dulu smiling face with smiling eyes smiling face with halo smiling face timothy sekarang smiling face with horns face with steam from nose enraged face,2025-05-04T09:10:03Z,Youtube
3724,@bangbreeeee,saya yang belum kerja masih sekolah sma ingin ikutan tapi tidak ada buat modalnyaaa,2025-05-09T16:48:05Z,Youtube
3725,@KnalpotBacot,tom san cong said kosong adalah isi isi adalah kosong ternyata benar dong bitcoin yang kosong dipercaya ada nyatanya tiada dari pada beli kosong mending beli rubicon,2025-05-29T23:27:12Z,Youtube
3726,@3-Struggle,kalau satu orang melek finansial dia kuat tapi kalau satu komunitas melek finansial mereka berkuasa fire fire fire,2025-05-02T13:54:02Z,Youtube
3727,@JonatanNeonbasu,kangen timoty ronald bahas masalah kaya ftx dlu kalau dapat om bahas perang tarif,2025-05-05T11:03:47Z,Youtube
3728,@brainugrade,saya paling gabisa terima kalau ada org yang maki maki saya tapi gatau kenapa kalau saudara yang satu ini saya malah suka,2025-05-10T10:26:06Z,Youtube
3729,@MyGarp,timothy ronald ganteng baik dan the best red heart red heart red heart,2025-05-02T13:30:49Z,Youtube
3730,@BisnisOnline-ft3lr,saya kenal bitcoin dari harga jt namun sampe sekarang cuma dapat lihat kenaikannya kerja cukup untuk makan sehari sehari crying face,2025-05-04T07:50:55Z,Youtube
3731,@ZulhamFauzan,sedang menunggu season juni saudara tim di tahun ini fire fire fire,2025-06-10T01:03:11Z,Youtube
3732,@fauzisaid3109,benar double tahu ncek dari pertengahan,2025-05-03T02:48:19Z,Youtube
3733,@hestis7197,sejak tahu timoti mata saya jadi dapat terbuka lihat kebenaran,2025-06-07T20:24:06Z,Youtube
3735,@fii.syafii,disini ada yang ngikutin ncek mulai dari bahas saham,2025-05-05T00:48:10Z,Youtube
3736,@rockDxebec27,kenapa saya pelajar dan sisa uang saku saya lebih baik untuk beli kripto atau saham target agar pas masuk kuliah sudah punya uang sendiri,2025-05-10T13:55:11Z,Youtube
3737,@Goodnyx28,saya baru mulai dari banget bismillah konsisten untuk merubah hidup smiling face with halo,2025-05-02T13:55:27Z,Youtube
3738,@maskamil77889,luar biasa kripto sehat dan sukses selalu abang,2025-05-16T00:46:54Z,Youtube
3739,@afriyanto9031,pernah disarankan teman beli bitcoin sayang nya saya anggap angin lalu waktu itu kalau tidak salah sehatga ribu rupiah bitcoin,2025-05-13T08:50:58Z,Youtube
3740,@supersemarlawfirm,terbukti party popper party popper party popper,2025-07-19T08:56:35Z,Youtube
3742,@rizalahmad4736,terima kasih ncek porto saya udah double dapat bantu orang tua saya pas lagi susah fire fire,2025-05-03T04:23:29Z,Youtube
3743,@z.anguissa,nah ini saya dulu pas thn an mereka bilang bitcoin haram segala macem kamu buat apa belajar kaya begitu buang waktu dikarenakan saya sendirian sudah itu saya tidak dilanjutin belajar dunia kripto relieved face,2025-05-20T21:06:41Z,Youtube
3744,@EkaDarma-js9hs,saya tidak sekedar janji tapi saya buktiiin pasti saya sukses,2025-05-26T16:17:02Z,Youtube
3745,@gggaming-cy2px,saya dari dulu suka bitcoin sampai saya beli pernak pernik gambar bitcoin dan tidak sia sia saya fans bitcoin dari tahun an,2025-05-06T09:08:26Z,Youtube
3746,@linotec3633,focus ke bitcoin siappp kenapa pernah kmrn sudah untung lebih,2025-05-02T23:01:33Z,Youtube
3747,@michellalfatir,terlanjur basah ya moth salut sih nyalinya abis an didunia yang ngebangun diri kamu tapi saya milih bahagia dengan cara yang berbeda sukses selalu ya,2025-05-06T17:13:55Z,Youtube
3750,@FadhelErsika,walaupun saya kelas smp tapi suka banget lihat vidio kamu abang thumbs up,2025-05-03T11:21:46Z,Youtube
3751,@M0rriatry,saya ingin ucapin terimakasih ncek krna udah ingin meng edukasi andai saja saya tahu kamu sejak dulu ncek semoga di umur thn ini saya dapat berkebang lewat belajar dari konten kamu ncek,2025-05-03T14:48:35Z,Youtube
3752,@ozi_1_3_5,dlu pertama banget beli bitcoin harganya belum nyampe m sekarang harganya udah tembus m face with hand over mouth,2025-05-24T01:18:06Z,Youtube
3753,@nurburgringkid,timothy adalah michael saylor nya indonesia,2025-05-20T03:56:10Z,Youtube
3754,@zaynzayn4663,bos timothy good luck sayang sekali saya kenapa tidak tahu dari dulu tentang betcoin dan kripto bos timothy coba kalau saya tahu dari tahun salam dari cilacap,2025-05-11T11:40:53Z,Youtube
3755,@Lehannurfadli,terima kasih abang setelah kenal abang timothy pemikiran ku banyak berubah,2025-05-02T16:37:03Z,Youtube
3756,@riskybastyan40,sudah sesuai dengan arr start invest jutaan sekarang berjalan sudah juta dan saya diemin saja sampe,2025-06-05T11:03:57Z,Youtube
3757,@COVAN-GM,abang apa menurutmu tentang konflik india pakistan buat ekonomi indonesia,2025-05-10T11:36:58Z,Youtube
3758,@fahrulanur,cuman dia yang berani nunjukin portofolio,2025-05-04T10:46:00Z,Youtube
3759,@Angkasaplanet,baru ngerasain untung di dari portofolio ncek tapi tetap percaya sama ncek,2025-05-13T05:38:13Z,Youtube
3760,@Dikifalah29,ncek bikin solusi buat yang masih pelajar agar dapat selamat d krisis tahun,2025-05-07T09:58:07Z,Youtube
3761,@agungwicaksono3195,terimakasih ncek tabungan saya udah dobel terimakasih sebanyak banyaknya,2025-05-02T23:11:46Z,Youtube
3762,@farreldafa493,saya bakal inget kamu koh sampai akhir kamu termasuk orang yang ngubah hidup saya koh,2025-05-02T14:04:03Z,Youtube
3763,@IsakIyai,abang sekarang lagi heboh penipuan kripto kerugian hingga m bikin video dong tentang berita ini pendapat kamu bagaimana,2025-05-04T12:57:07Z,Youtube
3764,@rugandidavid1289,jika terjadi kaya makin kaya dan miskin makin miskin jadi siapa yang menjadi buyer jika kelas menegah berkurang,2025-07-27T04:51:32Z,Youtube
3766,@benyryanto3959,luar biasa saudara timothy thumbs up,2025-05-03T10:50:59Z,Youtube
3767,@YTpriadi,kenapa skrg saya ada dana tabungan pgn usaha peternakan unggas tapi juga pgn bli bitcoin minta saran nya gimna,2025-06-06T21:39:39Z,Youtube
3768,@titozh1296,saudara request dong borong bitcoin di exchange yang baru itu mulai dari lagi saldonya sekedar ingin tahu saja kalau mulai masuk beli saat pasca halving jjadi berapa nilainya tahun kedepan,2025-05-03T00:34:09Z,Youtube
3769,@Slime-kun375,oh pejuang takdir rasakan dirimu terlahir kembali musical notes,2025-05-02T16:15:41Z,Youtube
3770,@jokosupriyono1893,pertahun ini ada satu coin yang akan naik lebih,2025-05-10T11:44:15Z,Youtube
3772,@depranpahlepi4762,dulu katanya tidak akan pernah bikin exchange sekarang nelen ludah sendiri dan kamu masih percaya sama dia tertawa,2025-05-04T14:36:15Z,Youtube
3774,@JS.Movies,dan skrng saya sudah mulai beli bitcoin lgi secara rutin seminggu sekali setelah tahu bobotbibit kedepannya seperti apa bitcoin,2025-05-12T13:04:49Z,Youtube
3775,@DannFXCRTrade29,berbicara dengan ilmu dan wawasan ya begini,2025-05-06T11:58:09Z,Youtube
3776,@SobatS3lluler,klau ingin belajar kripto and cicil bitcoin lebih afdol garap airdrop telegram tesnet lalu hasilnya langsung buat cicil bitcoin bagus red heart,2025-05-04T06:06:17Z,Youtube
3777,@C.cryptoo,bismillah semoga cepat dapat borong bitcoin,2025-05-05T07:20:25Z,Youtube
3778,@simhan08,anak muda yang hebat thumbs up,2025-05-03T17:39:03Z,Youtube
3779,@hardjogedhe6363,kalau org kampung dg sdm rendah di pinggiran jateng spt saya bagaimana caranya mengerti yang spt ini pdhl pngen kaya juga,2025-05-04T09:57:45Z,Youtube
3780,@eligamg,saya dari jt skrg jadi jt baru mulai dari april kemaren smiling face with smiling eyes thanks ilmunya tim,2025-05-08T09:00:42Z,Youtube
3782,@Aur6raaa,kenapa tim kapan sharing sharing strategy kamu lagi,2025-05-04T10:18:07Z,Youtube
3785,@CreatorMusic-UJ,terima kasih banyak kka n sangat bermanfaat ka red heart,2025-05-14T09:27:16Z,Youtube
3786,@StoryHororAi,meninggal kan jejak di hari ini,2025-05-02T13:48:56Z,Youtube
3787,@PENJELAJAHPAPUA,terima kasih kk saya mendapatkan pelajaran yang sangat penting umur saya,2025-05-11T03:29:13Z,Youtube
3789,@aryorisqi3931,ncek apakah nanti kalau krisis ekonomi benar benar terjadi bitcoin juga akan koreksi dalam,2025-05-05T13:42:27Z,Youtube
3790,@RenoKph-r3e,saya tidak hanya menilai tentang edukasi bitcoin dari kamu saudara tapi ada banyak sisi pelajaran yang juga sangat menarik telah kau berikan lumayan menyadarkan otak yang sudah di bentuk oleh system selama ini,2025-05-03T02:01:32Z,Youtube
3792,@NurKholis-qr3tz,meninggal kan jejak mei party popper,2025-05-04T18:00:33Z,Youtube
3794,@wisatalembasari1541,bitcoin tidak akan nambah jumlahnya yang namabah nilainya maka perlu diiklanin sepanjang masa makin banyal peminat makin mahal,2025-05-02T15:47:52Z,Youtube
3796,@robincwan8872,boleh jelasin soal exchange maksudnya bagaimana soal pakai exchange sendiri jangan dititipkan ke exchange orang folded hands,2025-05-11T04:05:00Z,Youtube
3797,@vzxy_exe,thanks timothyronald flexed biceps light skin tone,2025-05-04T09:23:04Z,Youtube
3798,@acxnmnxxmnznmnczxnmmnvcxzc8342,timoti ini sbnernya joyboy in real life index pointing at the viewer,2025-05-02T16:09:42Z,Youtube
3799,@CreatorMusic-UJ,kaka tolong di buatkan cara daftar n sampai deposito ke aplikasnya bitcoin,2025-05-14T09:28:04Z,Youtube
3801,@VIP4RIZ-MGRP,nyesal tahun hidup baru kenal timothy tahun yang lalu tapi masi bisalah konsisten dan berubah,2025-07-16T14:09:34Z,Youtube
3802,@AditPrasetyo-g7t,logika saja usaha tidak mungkin ingin rugi pasti untung,2025-05-05T13:59:02Z,Youtube
3803,@NAOVALHakiki,jarang banget orang bikin konten berepisode konsisten kamu ncek,2025-05-03T13:34:51Z,Youtube
3804,@rahmanasiari8799,meninggalkan jejak rahman asiari mei,2025-05-02T14:05:01Z,Youtube
3805,@jaeeenalll,timothy is a best mentor fire fire,2025-05-08T11:22:03Z,Youtube
3806,@INDRASHOP77,jam tangannya udah mulai di kluarin satu satuu gilaaaaa,2025-05-02T13:51:06Z,Youtube
3807,@nabungt83,okee lah saat ini saya nabung bitcoin buat masa depan anak walaupun lw buat saya ud terlanjur,2025-08-04T14:57:53Z,Youtube
3808,@FICILIATV,saya dl punya bitcoin itu cuman dapat buat beli burger di md sekarang bitcoin kalian dapat buka md,2025-05-04T05:02:41Z,Youtube
3809,@ridhoanjola2090,nyesel waktu harga sudah di beli malah di jual malah sekarang malah melejit,2025-06-25T16:38:55Z,Youtube
3810,@IqbalSatria-f3i,abang berani tidak boxing lawan samuel christ,2025-05-07T16:30:48Z,Youtube
3812,@agusbambang898,terima kasih atas semua ilmunya ncekk heart on fire,2025-05-02T16:33:55Z,Youtube
3813,@hendrixsaputra9156,saya baru lihat saya nabung dikit beli bitcoin,2025-05-12T13:54:41Z,Youtube
3815,@Filixnx,penyesalan di tahun tidak percaya bitcoin sejak itu crying face confused face,2025-05-02T17:08:36Z,Youtube
3816,@realorfake.ohnofake,pertanyaan saya bitcoin kan ke perkiraan kapan bitcoin akan naik sampai ke,2025-05-05T08:42:10Z,Youtube
3817,@Rudy_Rachmansyah,baru terbuka otak saya ada modal saya beli bitcoin,2025-08-06T13:32:02Z,Youtube
3819,@fredywalimando4340,unjuk jempol yang baru mulai hehe,2025-05-02T20:38:16Z,Youtube
3820,@Quesurabi,akhirnya muncul juga borong bitcoin nya face with tears of joy,2025-05-02T14:38:37Z,Youtube
3821,@yugocogan2623,tahun lalu harusnya saya beli bitcoin malah beli ninja yang sekarang harganya turun,2025-05-23T02:37:14Z,Youtube
3822,@yohanesantony8639,plis dong bantu jawab buat yang paham itu kenapa nilai return h minus jutaan sedangkan angka dibawah naik miliar soalnya baru nabung bitcoin pakai indodax juga,2025-05-03T05:57:05Z,Youtube
3823,@Timothyronald27,benar sekali dengan mengikuti anda beli bitcoin hiduku berubah,2025-05-10T16:54:49Z,Youtube
3824,@Lubna0202wink,akun demo kenapa pakai exchang face with tears of joy face with tears of joy face with tears of joy pakai dompet digital dong biar ada tx id and dapat di search,2025-05-03T10:48:28Z,Youtube
3825,@ryusuke5000,arthur hayes predicts that ethereum will reach by the end of also featured in recommended cryptocurrency stocks former bitmex co founder arthur hayes recently predicted that ethereum ethereum could reach by,2025-06-01T03:45:05Z,Youtube
3826,@rddyyyyyy,ayo cicil bitcoin mulai sekarang red heart,2025-05-02T13:36:40Z,Youtube
3827,@kevinseptian395,abang rekomendasi dompet digital yang bagus buat nyimpen bitcoin,2025-05-28T08:46:31Z,Youtube
3828,@endavloghfz8287,saya pernah naro di harga san dulu jt karena panik terus turun akhir nya saya jual dan skrg saya nyesel banget wow skrg boro saya dapat ngumpulin uang sampe jt nyesel wow nyesek,2025-05-02T14:14:36Z,Youtube
3829,@RazilahBoy,kenapa saya masih pakai exchange pintu mungkin th ke depan bakal pindah ke exchange kamu soalnya sekarang masih pakai ktp ortu,2025-05-30T10:19:24Z,Youtube
3830,@risalismetribaldi7118,barusan iseng dapat pinjol jt saya beliin bitcoin rencana inves tahun rolling on the floor laughing rolling on the floor laughing rolling on the floor laughing,2025-05-03T09:11:26Z,Youtube
3831,@Mrs.Barbara,mulai dari k red heart,2025-05-02T13:30:00Z,Youtube
3832,@yessyyullywulandaris3793,kakak saya first time invest reksa dana di apk tanam duit bagaimana menurut kaka,2025-05-16T01:51:15Z,Youtube
3833,@MHFD_Lirik,satu satunya peramal yang saya percayai dan saya ikuti,2025-05-02T18:32:12Z,Youtube
